influencer_id,label,influencer_main_genre
53739,Bette Midler,Vocal
98081,Engelbert Humperdinck,Vocal
106987,"Lambert, Hendricks & Ross",Jazz
131681,Pat Boone,Vocal
314155,Peter Allen,Vocal
330575,Neil Sedaka,Pop/Rock
344275,Mel TormÃ©,Vocal
745915,Paul Anka,Pop/Rock
753985,Steve Lawrence,Vocal
794449,Frankie Valli,Pop/Rock
822777,Liberace,Easy Listening
132449,Crystal Gayle,Country
232701,Jeannie C. Riley,Country
362437,Kathy Mattea,Country
409968,Reba McEntire,Country
671156,Hazel Dickens,Folk
815236,Delbert McClinton,Blues
837946,Juice Newton,Country
838300,June Carter Cash,Country
52900,The Lovin' Spoonful,Folk
87985,The Hollies,Pop/Rock
274321,"Peter, Paul and Mary",Folk
814852,John Sebastian,Pop/Rock
823012,Dillard & Clark,Country
19701,Television,Pop/Rock
34988,Swans,Pop/Rock
44906,The Birthday Party,Pop/Rock
46527,Blonde Redhead,Pop/Rock
188190,Unwound,Pop/Rock
423305,Mission of Burma,Pop/Rock
633181,Butthole Surfers,Pop/Rock
751604,Slint,Pop/Rock
179379,Elvin Jones,Jazz
188202,Don Lamond,Jazz
224638,John Cale,Pop/Rock
233066,Lou Reed,Pop/Rock
307025,Roky Erickson,Pop/Rock
504928,The 13th Floor Elevators,Pop/Rock
614339,Albert Ayler,Jazz
763301,The Fugs,Pop/Rock
608945,Brandy,R&B;
781370,Chumbawamba,Pop/Rock
154998,Bauhaus,Pop/Rock
257544,Van der Graaf Generator,Pop/Rock
749734,Slade,Pop/Rock
855423,Kate Bush,Pop/Rock
341422,Ray Barretto,Latin
591104,Mongo Santamaria,Latin
688804,Willie Bobo,Latin
3829,T-Bone Walker,Blues
28166,Slim Harpo,Blues
59156,B.B. King,Blues
76881,Jimmy Reed,Blues
276085,Howlin' Wolf,Blues
81194,Bobby "Blue" Bland,Blues
100854,Jimmy Witherspoon,Blues
108826,Jackie Wilson,R&B;
148477,Clarence Carter,R&B;
164594,Ben E. King,R&B;
168958,Eddie Floyd,R&B;
198162,Johnnie Taylor,R&B;
233228,Lou Rawls,R&B;
457807,O.V. Wright,R&B;
838195,Percy Sledge,R&B;
611877,Tom Lehrer,Comedy/Spoken
750203,Slim Gaillard,Vocal
74970,Bob Wills,Country
246022,Merle Travis,Country
287604,Louis Jordan,Jazz
120010,Jack Johnson,Pop/Rock
163420,G. Love & Special Sauce,Pop/Rock
206407,Descendents,Pop/Rock
475334,The Suicide Machines,Pop/Rock
479350,The Toasters,Pop/Rock
486047,Sublime,Pop/Rock
604075,Agent Orange,Pop/Rock
786613,Dead Kennedys,Pop/Rock
1416172,Jack Johnson,Religious
16944,Alpha Blondy,Reggae
129817,Shabba Ranks,Reggae
165830,Cocoa Tea,Reggae
181376,UB40,Pop/Rock
352171,Richie Spice,Reggae
681340,Yellowman,Reggae
697350,Ziggy Marley,Reggae
788508,Beenie Man,Reggae
798477,Freddie McGregor,Reggae
80780,Sheryl Crow,Pop/Rock
85410,Billy Joe Royal,Country
142050,Carlene Carter,Country
174122,Lyle Lovett,Pop/Rock
177060,Janis Joplin,Pop/Rock
307875,Nanci Griffith,Country
345355,Melissa Etheridge,Pop/Rock
852997,k.d. lang,Pop/Rock
69534,Bon Jovi,Pop/Rock
222436,David Lee Roth,Pop/Rock
251595,Whitesnake,Pop/Rock
297702,Sammy Hagar,Pop/Rock
520975,Tommy James & the Shondells,Pop/Rock
680522,Yaz,Pop/Rock
97529,Booker Little,Jazz
226380,Lee Morgan,Jazz
680003,Woody Shaw,Jazz
789775,Clifford Brown,Jazz
798326,Freddie Hubbard,Jazz
800100,Eric Dolphy,Jazz
928942,Art Blakey,Jazz
961688,Wynton Marsalis,Jazz
189644,Doris Day,Vocal
281254,Lonestar,Country
393789,Restless Heart,Country
510805,Toby Keith,Country
530745,Bruce Springsteen,Pop/Rock
583959,Willie Nelson,Country
592954,Tim McGraw,Country
681171,Highway 101,Country
787960,Joe Diffie,Country
936206,Alabama,Country
941579,Buck Owens,Country
7230,Brian May,Pop/Rock
140816,Eddie Hazel,R&B;
252184,Johnny Thunders,Pop/Rock
337631,Rory Gallagher,Blues
467853,Mick Ronson,Pop/Rock
887348,The Oak Ridge Boys,Country
194703,The Flying Burrito Brothers,Pop/Rock
756656,Bert Jansch,Folk
191063,Celtic Frost,Pop/Rock
308932,Pentagram,Pop/Rock
672011,Hawkwind,Pop/Rock
46794,Ani DiFranco,Pop/Rock
99246,Concrete Blonde,Pop/Rock
162197,Ben Folds,Pop/Rock
169795,Fiona Apple,Pop/Rock
377581,Mary Margaret O'Hara,Pop/Rock
570061,The Tragically Hip,Pop/Rock
615489,Bratmobile,Pop/Rock
925528,Throwing Muses,Pop/Rock
528221,Dave Van Ronk,Folk
2330,Sergio Mendes,Easy Listening
94210,Chet Baker,Jazz
397042,Maynard Ferguson,Jazz
502199,Art Farmer,Jazz
548338,Cannonball Adderley,Jazz
674332,Herb Alpert,Easy Listening
678408,Herbie Mann,Jazz
228299,Jean-Luc Ponty,Jazz
233862,Mahavishnu Orchestra,Jazz
243527,Weather Report,Jazz
463527,Return to Forever,Jazz
156043,Discharge,Pop/Rock
259800,Saxon,Pop/Rock
754879,Angel Witch,Pop/Rock
792925,Fear,Pop/Rock
631579,Bruce Cockburn,Pop/Rock
927736,Arlo Guthrie,Folk
955544,Daniel Lanois,Pop/Rock
961234,Dave Matthews Band,Pop/Rock
103324,Kreator,Pop/Rock
151787,Bathory,Pop/Rock
305541,Percy Faith,Easy Listening
278575,Hoyt Axton,Country
567190,? & the Mysterians,Pop/Rock
573870,The Troggs,Pop/Rock
923618,The Standells,Pop/Rock
2993710,Don Covay,R&B;
228323,Death,Pop/Rock
74853,The KLF,Electronic
921306,808 State,Electronic
190632,Dottie West,Country
610706,Bread,Pop/Rock
502163,10cc,Pop/Rock
75295,Ken Boothe,Reggae
173988,Rita Marley,Reggae
190021,John Holt,Reggae
242861,Dennis Brown,Reggae
636474,Bunny Wailer,Reggae
9680,Charles Mingus,Jazz
172612,Eddie Palmieri,Latin
932858,Tom ZÃ©,International
607804,Alan Lomax,Folk
407986,Melissa Manchester,Pop/Rock
814220,Debby Boone,Religious
161351,Gov't Mule,Pop/Rock
268871,Hot Tuna,Pop/Rock
333464,Phish,Pop/Rock
193231,Gang of Four,Pop/Rock
413524,The Police,Pop/Rock
104714,Kraftwerk,Electronic
35076,Soul II Soul,R&B;
161920,Grace Jones,R&B;
239921,Depeche Mode,Pop/Rock
332257,Neneh Cherry,Pop/Rock
482334,The Specials,Pop/Rock
748222,Siouxsie and the Banshees,Pop/Rock
129775,Parliament,R&B;
131624,Larry Levan,R&B;
617370,Tom Moulton,R&B;
793845,Falco,Pop/Rock
101795,Kirk Whalum,Jazz
188432,David Sanborn,Jazz
944206,"Grover Washington, Jr.",Jazz
354158,Kaleidoscope,Pop/Rock
564239,The Turtles,Pop/Rock
678339,XTC,Pop/Rock
755494,Silver Apples,Pop/Rock
771010,The Left Banke,Pop/Rock
838241,Van Dyke Parks,Pop/Rock
840523,Sebadoh,Pop/Rock
937003,My Bloody Valentine,Pop/Rock
69060,Babes in Toyland,Pop/Rock
100473,L7,Pop/Rock
109414,Courtney Love,Pop/Rock
238297,Delta 5,Pop/Rock
498691,The Slits,Pop/Rock
585189,X-Ray Spex,Pop/Rock
762500,Bikini Kill,Pop/Rock
766361,The Go-Betweens,Pop/Rock
797431,Elastica,Pop/Rock
172167,Elliott Smith,Pop/Rock
174752,Eels,Pop/Rock
601430,Morphine,Pop/Rock
749504,StÃ©phane Grappelli,Jazz
105354,Cheap Trick,Pop/Rock
500992,MÃ¶tley CrÃ¼e,Pop/Rock
835585,Loverboy,Pop/Rock
859868,Quiet Riot,Pop/Rock
948171,Hanoi Rocks,Pop/Rock
185615,Gary Stewart,Country
198532,Doug Sahm,Pop/Rock
391398,Ramblin' Jack Elliott,Folk
538677,Buddy Holly,Pop/Rock
744796,Townes Van Zandt,Folk
814751,John Prine,Pop/Rock
37658,Steve Reich,Classical
57209,The Free Design,Pop/Rock
118327,Chrome,Pop/Rock
140499,Cocteau Twins,Pop/Rock
174822,Serge Gainsbourg,Pop/Rock
186594,FranÃ§oise Hardy,Pop/Rock
241724,The Rockets,Pop/Rock
311074,Martin Denny,Easy Listening
387815,Neu!,Electronic
488378,Os Mutantes,International
521704,Yoko Ono,Pop/Rock
607028,Arthur Lyman,Easy Listening
635413,Cabaret Voltaire,Pop/Rock
645612,Can,Pop/Rock
678009,Henry Mancini,Easy Listening
753963,The Association,Pop/Rock
773392,China Crisis,Pop/Rock
799466,France Gall,Pop/Rock
849672,Philip Glass,Classical
936658,Brigitte Fontaine,Pop/Rock
72041,Bob Seger,Pop/Rock
123915,Christine McVie,Pop/Rock
208303,Jane Siberry,Pop/Rock
754251,Suzanne Vega,Pop/Rock
756180,SinÃ©ad O'Connor,Pop/Rock
83095,Kirk Franklin,Religious
152973,BeBe & CeCe Winans,Religious
182360,Donny Hathaway,R&B;
577235,The Staple Singers,R&B;
4852,Selena,Latin
203670,VerÃ³nica Castro,Latin
313899,Lucia Mendez,Latin
749671,Ana Gabriel,Latin
769444,BjÃ¶rk,Pop/Rock
250435,Wayne Shorter,Jazz
266160,Pete Seeger,Folk
330601,Pharoah Sanders,Jazz
330967,The New Lost City Ramblers,Folk
894827,"Oscar Brown, Jr.",Vocal
242211,Saliva,Pop/Rock
323194,Jerry Cantrell,Pop/Rock
259529,Lester Young,Jazz
191429,Magic Sam,Blues
769616,Jimmy Rogers,Blues
959770,Willie Dixon,Blues
127360,Everything But the Girl,Pop/Rock
358820,Primal Scream,Pop/Rock
481057,Orchestral Manoeuvres in the Dark,Pop/Rock
567325,The Modern Jazz Quartet,Jazz
203639,Johnny Rivers,Pop/Rock
29978,Sloan,Pop/Rock
35021,Smokey Robinson & the Miracles,R&B;
135024,Larry Williams,R&B;
282709,Sam & Dave,R&B;
569685,The Temptations,R&B;
353145,Roy Rogers,Country
70800,Billy Idol,Pop/Rock
154544,Green Day,Pop/Rock
195874,Madness,Pop/Rock
197921,The English Beat,Pop/Rock
768321,INXS,Pop/Rock
784732,Joe Jackson,Pop/Rock
27916,Terry Callier,R&B;
29909,Terry Reid,Pop/Rock
45313,Steve Winwood,Pop/Rock
292915,Robert Wyatt,Pop/Rock
293896,Rod Stewart,Pop/Rock
505532,Tim Hardin,Pop/Rock
595101,Tim Buckley,Pop/Rock
643549,Cal Tjader,Jazz
794173,Frankie Miller,Pop/Rock
845625,Ronnie Lane,Pop/Rock
892823,Mick Jagger,Pop/Rock
956707,Wings,Pop/Rock
84814,Billy Squier,Pop/Rock
391933,Rainbow,Pop/Rock
588508,Ace Frehley,Pop/Rock
596126,Mott the Hoople,Pop/Rock
809999,UFO,Pop/Rock
256349,Peggy Lee,Vocal
322027,Nelson Riddle,Easy Listening
479028,Anita O'Day,Vocal
495784,Keely Smith,Vocal
815575,Lena Horne,Vocal
137494,Fats Domino,R&B;
376608,The Marvelettes,R&B;
792953,Carl Perkins,Pop/Rock
793988,Eddie Cochran,Pop/Rock
803720,Gene Vincent,Pop/Rock
193216,Free,Pop/Rock
210323,Joe Tex,R&B;
482600,The Spencer Davis Group,Pop/Rock
297955,The Rubinoos,Pop/Rock
319021,Jellyfish,Pop/Rock
486645,The Plimsouls,Pop/Rock
501802,The Soft Boys,Pop/Rock
583478,The Wedding Present,Pop/Rock
202554,Johnny Mandel,Jazz
489316,Oscar Peterson,Jazz
129308,The Durutti Column,Pop/Rock
415239,The Primitives,Pop/Rock
745318,Pale Saints,Pop/Rock
790814,Talk Talk,Pop/Rock
395819,Maxine Sullivan,Vocal
61226,Babyface,R&B;
607773,Al B. Sure!,R&B;
892771,The O'Jays,R&B;
290040,Roy Hamilton,R&B;
317093,Nat King Cole,Jazz
668448,James Cleveland,Religious
817000,Johnny Ace,R&B;
51066,Craig Armstrong,Pop/Rock
304401,Procol Harum,Pop/Rock
590479,Thin Lizzy,Pop/Rock
925837,Accept,Pop/Rock
17748,Patti LaBelle,R&B;
299668,KC & the Sunshine Band,R&B;
210991,Destiny's Child,R&B;
317865,Jennifer Lopez,Pop/Rock
585249,Annie Lennox,Pop/Rock
922728,ABBA,Pop/Rock
84053,The Jam,Pop/Rock
119651,J.J. Cale,Pop/Rock
478603,The Monkees,Pop/Rock
758444,Blur,Pop/Rock
336783,Nick Drake,Pop/Rock
384920,R. Stevie Moore,Pop/Rock
394449,Michael Hurley,Folk
674263,Daniel Johnston,Pop/Rock
26520,Stereolab,Pop/Rock
408696,Mercury Rev,Pop/Rock
607202,Air,Electronic
920101,The United States of America,Pop/Rock
46699,The Everly Brothers,Pop/Rock
105618,Ladysmith Black Mambazo,International
130115,Jackson C. Frank,Folk
138833,Fela Kuti,International
170815,Fred Neil,Folk
244711,Johnny Maestro,R&B;
265456,Dion,Pop/Rock
424296,The Righteous Brothers,Pop/Rock
479582,The Moonglows,R&B;
496097,Miriam Makeba,International
497132,Milton Nascimento,Latin
636044,The Cadillacs,R&B;
692100,Youssou N'Dour,International
771297,King Sunny Ade,International
573410,Maria BethÃ¢nia,International
652255,Gilberto Gil,International
82742,Iris DeMent,Country
222927,Uncle Tupelo,Pop/Rock
231645,Jean Ritchie,Folk
12802,Wynona Carr,Religious
195368,Dorothy Norwood,Religious
289685,Robyn,Pop/Rock
31263,AndraÃ© Crouch,Religious
333634,Phil Ochs,Folk
517264,Tom Rush,Folk
577531,Woody Guthrie,Folk
845468,Jerry Jeff Walker,Country
659517,Grand Funk Railroad,Pop/Rock
674873,Wishbone Ash,Pop/Rock
175708,Ry Cooder,Pop/Rock
759031,Aztec Camera,Pop/Rock
150062,Earl Hooker,Blues
242511,Johnny "Guitar" Watson,Blues
163229,Electric Light Orchestra,Pop/Rock
597094,Morrissey,Pop/Rock
64509,Bobby Womack,R&B;
343396,Roy Brown,R&B;
68551,Kenny Chesney,Country
283405,Mark Chesnutt,Country
767370,Billy Dean,Country
926108,Montgomery Gentry,Country
627337,Tommy Roe,Pop/Rock
660401,Gary Glitter,Pop/Rock
218885,Horace Andy,Reggae
219334,I-Roy,Reggae
939187,Buju Banton,Reggae
125465,Barclay James Harvest,Pop/Rock
33316,Andy Kim,Pop/Rock
138332,The Crystals,R&B;
839369,Little Eva,R&B;
68738,The Chills,Pop/Rock
259561,Let's Active,Pop/Rock
639053,HÃ¼sker DÃ¼,Pop/Rock
920073,The Undertones,Pop/Rock
26510,Terry Allen,Country
152002,Joe Ely,Country
218994,John Anderson,Country
337271,Jessi Colter,Country
377908,NRBQ,Pop/Rock
489876,The Pogues,Pop/Rock
515628,Tom T. Hall,Country
543867,Guy Clark,Country
823165,Levon Helm,Pop/Rock
10538,Spandau Ballet,Pop/Rock
89710,Billy Paul,R&B;
149515,Joe Cocker,Pop/Rock
574597,ABC,Pop/Rock
665957,Harold Melvin & the Blue Notes,R&B;
921002,Ann Peebles,R&B;
206967,Erroll Garner,Jazz
786228,Barry Harris,Jazz
55304,The Flamingos,R&B;
75171,The Clovers,R&B;
143367,The Duprees,R&B;
423095,The Skyliners,R&B;
761706,The Fleetwoods,Pop/Rock
92303,King Missile,Pop/Rock
131650,Talking Heads,Pop/Rock
493327,They Might Be Giants,Pop/Rock
816900,Warren Zevon,Pop/Rock
922200,Violent Femmes,Pop/Rock
487186,Suicide,Pop/Rock
672910,Wire,Pop/Rock
926604,Throbbing Gristle,Pop/Rock
948557,DNA,Pop/Rock
57488,The Four Aces,Vocal
82831,The Ink Spots,Vocal
403120,The Mills Brothers,Vocal
149044,Barry White,R&B;
267814,Hot Chocolate,R&B;
345168,Roy Ayers,Jazz
658346,Gil Scott-Heron,R&B;
20278,Teddy Pendergrass,R&B;
160638,Enchantment,R&B;
246885,Johnny Mathis,Vocal
397876,Mavis Staples,R&B;
662800,Hank Snow,Country
762288,Big Mama Thornton,Blues
778344,LaVern Baker,R&B;
422947,Minor Threat,Pop/Rock
515251,Murphy's Law,Pop/Rock
931105,Agnostic Front,Pop/Rock
950956,Gorilla Biscuits,Pop/Rock
42993,Sonny & Cher,Pop/Rock
80537,Billy Fury,Pop/Rock
3495279,Andy Black,Pop/Rock
135054,Joan Jett & the Blackhearts,Pop/Rock
266255,Jonathan Richman,Pop/Rock
766385,The Go-Go's,Pop/Rock
34249,Steve Earle,Country
167517,Dire Straits,Pop/Rock
286561,Robert Earl Keen,Folk
135152,Jodeci,R&B;
799081,Full Force,R&B;
925066,Montell Jordan,R&B;
573241,7 Seconds,Pop/Rock
19892,Tears for Fears,Pop/Rock
61172,The Cars,Pop/Rock
758520,Big Black,Pop/Rock
858827,Queen,Pop/Rock
889097,Ric Ocasek,Pop/Rock
558339,Hank Jones,Jazz
642664,George Shearing,Jazz
988386,Cecil Taylor,Jazz
858710,Marty Robbins,Country
903609,Jim Reeves,Country
484396,Ornette Coleman,Jazz
578031,The Statler Brothers,Country
935990,Brewer & Shipley,Pop/Rock
315336,Perry Como,Vocal
556242,Hamza el Din,International
75100,Bad Company,Pop/Rock
140689,Dead Boys,Pop/Rock
222351,Dead Moon,Pop/Rock
474482,Minutemen,Pop/Rock
913210,Hurt,Pop/Rock
171693,Victor Jara,Folk
747757,Split Enz,Pop/Rock
61534,The Bobby Fuller Four,Pop/Rock
142652,D.O.A.,Pop/Rock
13508,Travis,Pop/Rock
108679,Crash Test Dummies,Pop/Rock
636433,The Cardigans,Pop/Rock
775877,Coldplay,Pop/Rock
923705,Mogwai,Pop/Rock
3413,Allan Jones,Vocal
128249,Eydie Gorme,Vocal
142178,Frankie Laine,Vocal
205254,Vic Damone,Vocal
813392,Dean Martin,Vocal
816896,Johnnie Ray,Vocal
73644,Bobby Charles,Pop/Rock
171637,Duane Eddy,Pop/Rock
190946,Lefty Frizzell,Country
332852,Ronnie Hawkins,Pop/Rock
3056,P.P. Arnold,R&B;
9084,Sparks,Pop/Rock
750925,Shirley Ellis,R&B;
783250,Gloria Jones,Pop/Rock
926548,Iggy Pop,Pop/Rock
17929,Patti Austin,R&B;
58438,Betty Davis,R&B;
106882,Lamont Dozier,R&B;
110104,Cissy Houston,R&B;
127696,Lalah Hathaway,R&B;
176358,Jamiroquai,R&B;
200074,Lenny Kravitz,Pop/Rock
619423,Ashford & Simpson,R&B;
684830,Willie Mitchell,R&B;
884962,Regina Belle,R&B;
920939,The Undisputed Truth,R&B;
139933,Frankie Lymon,R&B;
213165,Jan & Dean,Pop/Rock
814036,Davy Graham,Folk
36468,Smoking Popes,Pop/Rock
38302,Social Distortion,Pop/Rock
138520,The Damned,Pop/Rock
223197,Hot Water Music,Pop/Rock
255704,Pegboy,Pop/Rock
312354,Screeching Weasel,Pop/Rock
367459,Naked Raygun,Pop/Rock
471355,Operation Ivy,Pop/Rock
472925,The Offspring,Pop/Rock
761108,Avail,Pop/Rock
855952,Propagandhi,Pop/Rock
58372,Faces,Pop/Rock
308645,Pulp,Pop/Rock
453041,Meshuggah,Pop/Rock
741177,Entombed,Pop/Rock
291043,Journey,Pop/Rock
44290,Sonny Stitt,Jazz
792175,Fats Navarro,Jazz
49806,Blind Boy Fuller,Blues
64817,Big Walter Horton,Blues
1006782,Sonny Boy Williamson I,Blues
130764,Face to Face,Pop/Rock
139089,Barenaked Ladies,Pop/Rock
213921,Less Than Jake,Pop/Rock
243008,Weezer,Pop/Rock
258430,Pennywise,Pop/Rock
317545,NOFX,Pop/Rock
527267,Built to Spill,Pop/Rock
780581,Lagwagon,Pop/Rock
805345,Down by Law,Pop/Rock
848913,Richard Hell,Pop/Rock
920994,The Vandals,Pop/Rock
819894,Johnny Otis,Blues
94764,Bonnie "Prince" Billy,Pop/Rock
451296,Red House Painters,Pop/Rock
129430,Cluster,Electronic
853926,Popol Vuh,Electronic
928351,Morbid Angel,Pop/Rock
312353,Screaming Trees,Pop/Rock
509223,Mudhoney,Pop/Rock
799771,Green River,Pop/Rock
170381,Europe,Pop/Rock
465562,Obituary,Pop/Rock
987621,Foreigner,Pop/Rock
416785,Nino Rota,Stage & Screen
760240,Bernard Herrmann,Stage & Screen
743968,Patrice Rushen,R&B;
102050,The Kingston Trio,Folk
772745,Incubus,Pop/Rock
99561,The Incredible String Band,Folk
124492,Beck,Pop/Rock
477116,Moby,Electronic
850692,Jethro Tull,Pop/Rock
68155,The Chantels,R&B;
278559,Jerry Lewis,Comedy/Spoken
295415,Richard Pryor,Comedy/Spoken
492670,Monty Python,Comedy/Spoken
639005,George Carlin,Comedy/Spoken
899198,The Smothers Brothers,Comedy/Spoken
376739,Koko Taylor,Blues
758943,Big Brother & the Holding Company,Pop/Rock
830425,Robert Cray,Blues
962064,Junior Wells,Blues
942335,Groove Armada,Electronic
949820,DJ Shadow,Electronic
578141,The Spinners,R&B;
785611,The Dave Clark Five,Pop/Rock
852007,Roy Orbison,Pop/Rock
24944,Amy Grant,Religious
79392,Keith Green,Religious
466759,Michael W. Smith,Religious
232869,Macy Gray,R&B;
245019,Sandy Denny,Folk
758208,Beth Orton,Pop/Rock
669015,Malvina Reynolds,Folk
3170,Pablo Cruise,Pop/Rock
94205,Chet Atkins,Country
165818,Charley Pride,Country
196248,Don Williams,Country
33560,Suzi Quatro,Pop/Rock
266916,Marilyn Monroe,Vocal
418981,The Shirelles,R&B;
469286,The Music Machine,Pop/Rock
774791,The Chocolate Watchband,Pop/Rock
868306,Nico,Pop/Rock
756740,Swell Maps,Pop/Rock
115733,J.B. Lenoir,Blues
894956,Otis Rush,Blues
186312,Celia Cruz,Latin
81083,Bill Monroe,Country
169202,Doc Watson,Folk
192925,John Renbourn,Folk
223054,John Fahey,Folk
527379,Bukka White,Blues
536754,Burl Ives,Folk
738855,Grant Green,Jazz
486775,Otis Spann,Blues
127949,Jackie McLean,Jazz
139804,Joe Henderson,Jazz
354733,Los Lobos,Pop/Rock
146544,Eddie Van Halen,Pop/Rock
223701,John McLaughlin,Jazz
238440,Robert Fripp,Pop/Rock
600228,Al Di Meola,Jazz
148355,Egg,Pop/Rock
752773,Shuggie Otis,R&B;
767741,Billy Cobham,Jazz
776011,Kyuss,Pop/Rock
837486,Utopia,Pop/Rock
809396,David Grisman,Country
48816,Bernadette Peters,Vocal
211424,Dick Hyman,Jazz
76658,Jimmy McGriff,Jazz
136075,The Crusaders,Jazz
406583,"Medeski, Martin & Wood",Jazz
628684,The Brand New Heavies,R&B;
772721,Incognito,R&B;
804559,Joe Sample,Jazz
45057,The Louvin Brothers,Country
87113,The Jordanaires,Country
241813,Johnny Burnette,Pop/Rock
334829,Jim & Jesse,Country
577720,The Stanley Brothers,Country
117001,Barrett Strong,R&B;
578744,William Bell,R&B;
763554,Bill Doggett,R&B;
617568,Brenton Wood,R&B;
805208,Joe Simon,R&B;
32366,Steve Goodman,Folk
69153,Joan Baez,Folk
83554,Billy Bragg,Pop/Rock
227487,John Gorka,Folk
683686,Willie Nile,Pop/Rock
800426,Greg Brown,Folk
81619,Keith Urban,Country
659299,Gary Allan,Country
789721,Earl Thomas Conley,Country
842269,Vern Gosdin,Country
654490,Guitar Slim,Blues
41899,The Blues Project,Pop/Rock
133119,Thad Jones,Jazz
394806,Randy Newman,Pop/Rock
542549,Gerry Mulligan,Jazz
551815,Gil Evans,Jazz
628981,The Buckinghams,Pop/Rock
38977,The Associates,Pop/Rock
196969,John Martyn,Folk
300024,Prefab Sprout,Pop/Rock
443997,Sylvia Telles,Latin
571845,Margaret Whiting,Vocal
758601,Blossom Dearie,Vocal
797056,Elis Regina,International
837592,June Christy,Vocal
43444,Steve Martin,Comedy/Spoken
67561,Bob Newhart,Comedy/Spoken
107877,James Carr,R&B;
224186,John Mellencamp,Pop/Rock
585574,Sum 41,Pop/Rock
766078,The Get Up Kids,Pop/Rock
852688,Jimmy Eat World,Pop/Rock
52382,The Marshall Tucker Band,Pop/Rock
85776,James Gang,Pop/Rock
154548,Eric Burdon,Pop/Rock
224294,John Fogerty,Pop/Rock
339490,Rare Earth,Pop/Rock
805661,Humble Pie,Pop/Rock
817369,Derek & the Dominos,Pop/Rock
835894,Lowell George,Pop/Rock
838524,Savoy Brown,Pop/Rock
943936,Buddy Miles,Pop/Rock
359062,KMFDM,Pop/Rock
35587,Sick of It All,Pop/Rock
192338,Madball,Pop/Rock
779670,Cradle of Filth,Pop/Rock
885375,Refused,Pop/Rock
233035,Debbie Reynolds,Vocal
247966,Julie London,Vocal
368451,Nana Mouskouri,Vocal
847735,Marlene Dietrich,Vocal
855531,Barbra Streisand,Vocal
935330,Toni Braxton,R&B;
215058,Jars of Clay,Pop/Rock
270667,Live,Pop/Rock
325443,Petra,Religious
521851,MxPx,Pop/Rock
946560,dc Talk,Religious
146490,Fastball,Pop/Rock
335747,Rancid,Pop/Rock
757342,blink-182,Pop/Rock
771905,Bowling for Soup,Pop/Rock
683750,Yellow Magic Orchestra,Electronic
66228,Big Maybelle,Blues
229157,Magazine,Pop/Rock
777210,Kool & the Gang,R&B;
830538,Robert Plant,Pop/Rock
582930,David Gilmour,Pop/Rock
842611,Peter Green,Pop/Rock
339577,Meat Puppets,Pop/Rock
755519,Soul Asylum,Pop/Rock
940583,The Call,Pop/Rock
946137,Canned Heat,Pop/Rock
12180,Trace Adkins,Country
48566,The Black Crowes,Pop/Rock
207644,The Charlie Daniels Band,Country
333643,Maurice Jarre,Stage & Screen
586798,Thievery Corporation,Electronic
119111,J.J. Johnson,Jazz
120487,Jack Kerouac,Comedy/Spoken
345427,Roy Harper,Pop/Rock
404345,The Monks,Pop/Rock
417607,The Red Krayola,Pop/Rock
500664,The Seeds,Pop/Rock
843607,Peter Hammill,Pop/Rock
75591,The Corrs,Pop/Rock
186185,CÃ©line Dion,Pop/Rock
293490,Sarah Brightman,Vocal
374126,Natalie Imbruglia,Pop/Rock
579458,Luciano Pavarotti,Classical
641626,Cecilia Bartoli,Classical
751613,Andrea Bocelli,Classical
829267,Loreena McKennitt,Folk
988471,Enya,New Age
28772,The 5th Dimension,Pop/Rock
541125,Gerry & the Pacemakers,Pop/Rock
784760,The Cowsills,Pop/Rock
135032,The Beau Brummels,Pop/Rock
807121,Lou Christie,Pop/Rock
669511,Marco Antonio SolÃ­s,Latin
892775,Miguel BosÃ©,Latin
128585,Jackie Mittoo,Reggae
923432,The Wailers,Reggae
181694,Carmen Miranda,Vocal
797205,Elizeth Cardoso,Latin
272567,Louis Prima,Jazz
949259,"Harry Connick, Jr.",Vocal
43499,The Andrews Sisters,Vocal
345734,Rosemary Clooney,Vocal
670088,Dan Hicks & His Hot Licks,Pop/Rock
187907,Don Omar,Latin
924318,Monchy & Alexandra,Latin
960674,Wynonie Harris,R&B;
101701,Conflict,Pop/Rock
184267,U.K. Subs,Pop/Rock
80443,The Headhunters,Jazz
161830,Tamba Trio,Latin
212614,Deodato,Latin
954817,Marcos Valle,Latin
634377,David Axelrod,Pop/Rock
75825,The Coasters,R&B;
765595,Backstreet Boys,Pop/Rock
813731,Debbie Gibson,Pop/Rock
425105,The Skatalites,Reggae
34617,Andrew Hill,Jazz
864257,Rahsaan Roland Kirk,Jazz
170211,Eddie Kendricks,R&B;
249973,Devo,Pop/Rock
420539,The Residents,Pop/Rock
179730,Charlie Rich,Country
49180,Betty Harris,R&B;
827367,Long John Baldry,Blues
838559,Pentangle,Folk
625736,Brian Wilson,Pop/Rock
194018,Del Shannon,Pop/Rock
204708,Dr. Feelgood,Pop/Rock
309328,Percy Mayfield,R&B;
620121,Brinsley Schwarz,Pop/Rock
668302,Dan Penn,Pop/Rock
776562,Colin Blunstone,Pop/Rock
807489,Charlie Louvin,Country
28432,Sneaker Pimps,Pop/Rock
38579,Soft Cell,Pop/Rock
49374,Simple Minds,Pop/Rock
52093,The Fixx,Pop/Rock
206241,Eurythmics,Pop/Rock
296903,Love and Rockets,Pop/Rock
