Source,Target,Type,Id,Label,timeset,Weight
923033,170381,Directed,10903,,,1
987621,170381,Directed,10904,,,1
79016,170454,Directed,10905,,,1
260038,170454,Directed,10906,,,1
303050,170454,Directed,10907,,,1
806542,170454,Directed,10908,,,1
806877,170454,Directed,10909,,,1
815575,170454,Directed,10910,,,1
532957,170690,Directed,10911,,,1
25462,170758,Directed,10912,,,1
218885,170758,Directed,10913,,,1
328014,170758,Directed,10914,,,1
358820,170758,Directed,10915,,,1
751592,170758,Directed,10916,,,1
785380,170758,Directed,10917,,,1
790988,170758,Directed,10918,,,1
35076,170770,Directed,10919,,,1
44703,170770,Directed,10920,,,1
58438,170770,Directed,10921,,,1
59819,170770,Directed,10922,,,1
78044,170770,Directed,10923,,,1
79016,170770,Directed,10924,,,1
127696,170770,Directed,10925,,,1
144458,170770,Directed,10926,,,1
262255,170770,Directed,10927,,,1
279337,170770,Directed,10928,,,1
290072,170770,Directed,10929,,,1
316834,170770,Directed,10930,,,1
332257,170770,Directed,10931,,,1
345168,170770,Directed,10932,,,1
376204,170770,Directed,10933,,,1
411761,170770,Directed,10934,,,1
487535,170770,Directed,10935,,,1
500889,170770,Directed,10936,,,1
533117,170770,Directed,10937,,,1
572579,170770,Directed,10938,,,1
576718,170770,Directed,10939,,,1
619423,170770,Directed,10940,,,1
622805,170770,Directed,10941,,,1
772526,170770,Directed,10942,,,1
802302,170770,Directed,10943,,,1
927555,170770,Directed,10944,,,1
309328,170815,Directed,10945,,,1
391398,170815,Directed,10946,,,1
549797,170815,Directed,10947,,,1
577531,170815,Directed,10948,,,1
608701,170815,Directed,10949,,,1
753094,170815,Directed,10950,,,1
796950,170815,Directed,10951,,,1
815039,170815,Directed,10952,,,1
816890,170815,Directed,10953,,,1
825208,170815,Directed,10954,,,1
888730,170815,Directed,10955,,,1
36468,170879,Directed,10956,,,1
39013,170879,Directed,10957,,,1
97786,170879,Directed,10958,,,1
139089,170879,Directed,10959,,,1
154544,170879,Directed,10960,,,1
184043,170879,Directed,10961,,,1
206407,170879,Directed,10962,,,1
213921,170879,Directed,10963,,,1
243008,170879,Directed,10964,,,1
255704,170879,Directed,10965,,,1
282800,170879,Directed,10966,,,1
305363,170879,Directed,10967,,,1
312354,170879,Directed,10968,,,1
583618,170879,Directed,10969,,,1
636394,170879,Directed,10970,,,1
757342,170879,Directed,10971,,,1
761108,170879,Directed,10972,,,1
766078,170879,Directed,10973,,,1
771905,170879,Directed,10974,,,1
808944,170879,Directed,10975,,,1
850693,170879,Directed,10976,,,1
852688,170879,Directed,10977,,,1
855836,170879,Directed,10978,,,1
885375,170879,Directed,10979,,,1
899530,170879,Directed,10980,,,1
66570,171015,Directed,10981,,,1
138699,171015,Directed,10982,,,1
745617,171015,Directed,10983,,,1
764702,171015,Directed,10984,,,1
957296,171015,Directed,10985,,,1
19701,171150,Directed,10986,,,1
487186,171150,Directed,10987,,,1
489207,171150,Directed,10988,,,1
521704,171150,Directed,10989,,,1
747445,171150,Directed,10990,,,1
848913,171150,Directed,10991,,,1
868306,171150,Directed,10992,,,1
110541,171220,Directed,10993,,,1
497132,171220,Directed,10994,,,1
764702,171220,Directed,10995,,,1
781837,171220,Directed,10996,,,1
797056,171220,Directed,10997,,,1
824866,171220,Directed,10998,,,1
931086,171220,Directed,10999,,,1
954817,171220,Directed,11000,,,1
957296,171220,Directed,11001,,,1
94205,171637,Directed,11002,,,1
237517,171637,Directed,11003,,,1
240311,171637,Directed,11004,,,1
678009,171637,Directed,11005,,,1
763341,171637,Directed,11006,,,1
792953,171637,Directed,11007,,,1
296024,171726,Directed,11008,,,1
75747,171854,Directed,11009,,,1
93322,171854,Directed,11010,,,1
156938,171854,Directed,11011,,,1
218885,171854,Directed,11012,,,1
326249,171854,Directed,11013,,,1
328014,171854,Directed,11014,,,1
346336,171854,Directed,11015,,,1
636474,171854,Directed,11016,,,1
129817,171889,Directed,11017,,,1
169526,171889,Directed,11018,,,1
190235,171889,Directed,11019,,,1
697350,171889,Directed,11020,,,1
66915,171994,Directed,11021,,,1
754032,171994,Directed,11022,,,1
66915,172041,Directed,11023,,,1
180228,172041,Directed,11024,,,1
333634,172041,Directed,11025,,,1
337631,172041,Directed,11026,,,1
418740,172041,Directed,11027,,,1
490004,172041,Directed,11028,,,1
577531,172041,Directed,11029,,,1
785380,172041,Directed,11030,,,1
803720,172041,Directed,11031,,,1
814898,172041,Directed,11032,,,1
845625,172041,Directed,11033,,,1
31685,172167,Directed,11034,,,1
38936,172167,Directed,11035,,,1
41874,172167,Directed,11036,,,1
51992,172167,Directed,11037,,,1
58549,172167,Directed,11038,,,1
65397,172167,Directed,11039,,,1
66915,172167,Directed,11040,,,1
83859,172167,Directed,11041,,,1
100160,172167,Directed,11042,,,1
127451,172167,Directed,11043,,,1
130689,172167,Directed,11044,,,1
204386,172167,Directed,11045,,,1
213212,172167,Directed,11046,,,1
300024,172167,Directed,11047,,,1
336783,172167,Directed,11048,,,1
379125,172167,Directed,11049,,,1
394449,172167,Directed,11050,,,1
451296,172167,Directed,11051,,,1
560208,172167,Directed,11052,,,1
582313,172167,Directed,11053,,,1
615119,172167,Directed,11054,,,1
625736,172167,Directed,11055,,,1
674263,172167,Directed,11056,,,1
683686,172167,Directed,11057,,,1
752314,172167,Directed,11058,,,1
754032,172167,Directed,11059,,,1
771010,172167,Directed,11060,,,1
840523,172167,Directed,11061,,,1
933883,172167,Directed,11062,,,1
936425,172167,Directed,11063,,,1
319021,172205,Directed,11064,,,1
758444,172205,Directed,11065,,,1
954964,172205,Directed,11066,,,1
175553,172350,Directed,11067,,,1
793227,172350,Directed,11068,,,1
9084,172582,Directed,11069,,,1
28432,172582,Directed,11070,,,1
44764,172582,Directed,11071,,,1
51376,172582,Directed,11072,,,1
96576,172582,Directed,11073,,,1
128440,172582,Directed,11074,,,1
131650,172582,Directed,11075,,,1
183858,172582,Directed,11076,,,1
193231,172582,Directed,11077,,,1
266534,172582,Directed,11078,,,1
290812,172582,Directed,11079,,,1
308645,172582,Directed,11080,,,1
324646,172582,Directed,11081,,,1
475980,172582,Directed,11082,,,1
478426,172582,Directed,11083,,,1
520033,172582,Directed,11084,,,1
531986,172582,Directed,11085,,,1
568071,172582,Directed,11086,,,1
569402,172582,Directed,11087,,,1
583478,172582,Directed,11088,,,1
672910,172582,Directed,11089,,,1
790732,172582,Directed,11090,,,1
817011,172582,Directed,11091,,,1
852855,172582,Directed,11092,,,1
863102,172582,Directed,11093,,,1
162677,172612,Directed,11094,,,1
191680,172612,Directed,11095,,,1
212129,172612,Directed,11096,,,1
310383,172612,Directed,11097,,,1
490416,172612,Directed,11098,,,1
492663,172612,Directed,11099,,,1
591104,172612,Directed,11100,,,1
607283,172612,Directed,11101,,,1
640675,172612,Directed,11102,,,1
758194,172612,Directed,11103,,,1
868092,172612,Directed,11104,,,1
190946,172770,Directed,11105,,,1
549797,172770,Directed,11106,,,1
848784,172770,Directed,11107,,,1
211758,173007,Directed,11108,,,1
5953,173487,Directed,11109,,,1
754032,173487,Directed,11110,,,1
842351,173487,Directed,11111,,,1
892823,173487,Directed,11112,,,1
926548,173487,Directed,11113,,,1
19297,173647,Directed,11114,,,1
144847,173647,Directed,11115,,,1
194703,173647,Directed,11116,,,1
297894,173647,Directed,11117,,,1
631774,173647,Directed,11118,,,1
987491,173647,Directed,11119,,,1
246628,173988,Directed,11120,,,1
594665,173988,Directed,11121,,,1
772526,173988,Directed,11122,,,1
927555,173988,Directed,11123,,,1
69534,174007,Directed,11124,,,1
222436,174007,Directed,11125,,,1
297702,174007,Directed,11126,,,1
500992,174007,Directed,11127,,,1
554963,174007,Directed,11128,,,1
32193,174122,Directed,11129,,,1
66915,174122,Directed,11130,,,1
74970,174122,Directed,11131,,,1
151431,174122,Directed,11132,,,1
152002,174122,Directed,11133,,,1
185615,174122,Directed,11134,,,1
190946,174122,Directed,11135,,,1
196248,174122,Directed,11136,,,1
200791,174122,Directed,11137,,,1
204386,174122,Directed,11138,,,1
282766,174122,Directed,11139,,,1
339905,174122,Directed,11140,,,1
359016,174122,Directed,11141,,,1
394806,174122,Directed,11142,,,1
409954,174122,Directed,11143,,,1
410219,174122,Directed,11144,,,1
505532,174122,Directed,11145,,,1
515628,174122,Directed,11146,,,1
543867,174122,Directed,11147,,,1
549797,174122,Directed,11148,,,1
583959,174122,Directed,11149,,,1
622379,174122,Directed,11150,,,1
670088,174122,Directed,11151,,,1
688400,174122,Directed,11152,,,1
744796,174122,Directed,11153,,,1
774588,174122,Directed,11154,,,1
814751,174122,Directed,11155,,,1
816890,174122,Directed,11156,,,1
816900,174122,Directed,11157,,,1
845468,174122,Directed,11158,,,1
927627,174122,Directed,11159,,,1
941579,174122,Directed,11160,,,1
944310,174122,Directed,11161,,,1
947816,174122,Directed,11162,,,1
104714,174132,Directed,11163,,,1
183867,174132,Directed,11164,,,1
292915,174132,Directed,11165,,,1
617196,174132,Directed,11166,,,1
750519,174132,Directed,11167,,,1
849672,174132,Directed,11168,,,1
852855,174132,Directed,11169,,,1
949619,174132,Directed,11170,,,1
128495,174198,Directed,11171,,,1
612716,174198,Directed,11172,,,1
951384,174506,Directed,11173,,,1
31685,174557,Directed,11174,,,1
68155,174557,Directed,11175,,,1
75825,174557,Directed,11176,,,1
118544,174557,Directed,11177,,,1
139933,174557,Directed,11178,,,1
180228,174557,Directed,11179,,,1
330575,174557,Directed,11180,,,1
479582,174557,Directed,11181,,,1
767129,174557,Directed,11182,,,1
806877,174557,Directed,11183,,,1
824022,174557,Directed,11184,,,1
31685,174752,Directed,11185,,,1
41874,174752,Directed,11186,,,1
58549,174752,Directed,11187,,,1
71209,174752,Directed,11188,,,1
100160,174752,Directed,11189,,,1
232564,174752,Directed,11190,,,1
233066,174752,Directed,11191,,,1
319021,174752,Directed,11192,,,1
336783,174752,Directed,11193,,,1
339577,174752,Directed,11194,,,1
357406,174752,Directed,11195,,,1
379125,174752,Directed,11196,,,1
397880,174752,Directed,11197,,,1
615119,174752,Directed,11198,,,1
642542,174752,Directed,11199,,,1
687487,174752,Directed,11200,,,1
754032,174752,Directed,11201,,,1
796734,174752,Directed,11202,,,1
840523,174752,Directed,11203,,,1
936425,174752,Directed,11204,,,1
958768,174752,Directed,11205,,,1
66915,174822,Directed,11206,,,1
121590,174822,Directed,11207,,,1
150629,174822,Directed,11208,,,1
237517,174822,Directed,11209,,,1
792507,174822,Directed,11210,,,1
847735,174822,Directed,11211,,,1
31022,175025,Directed,11212,,,1
58386,175025,Directed,11213,,,1
66915,175025,Directed,11214,,,1
167287,175025,Directed,11215,,,1
172041,175025,Directed,11216,,,1
173487,175025,Directed,11217,,,1
296487,175025,Directed,11218,,,1
379125,175025,Directed,11219,,,1
530745,175025,Directed,11220,,,1
771269,175025,Directed,11221,,,1
830538,175025,Directed,11222,,,1
842351,175025,Directed,11223,,,1
69534,175049,Directed,11224,,,1
193320,175049,Directed,11225,,,1
170330,175087,Directed,11226,,,1
416785,175087,Directed,11227,,,1
959775,175087,Directed,11228,,,1
14651,175286,Directed,11229,,,1
81083,175286,Directed,11230,,,1
98189,175286,Directed,11231,,,1
136640,175286,Directed,11232,,,1
193160,175286,Directed,11233,,,1
234325,175286,Directed,11234,,,1
353145,175286,Directed,11235,,,1
355451,175286,Directed,11236,,,1
389979,175286,Directed,11237,,,1
549797,175286,Directed,11238,,,1
577531,175286,Directed,11239,,,1
583959,175286,Directed,11240,,,1
814606,175286,Directed,11241,,,1
838300,175286,Directed,11242,,,1
848784,175286,Directed,11243,,,1
857203,175286,Directed,11244,,,1
934721,175286,Directed,11245,,,1
22124,175379,Directed,11246,,,1
35587,175379,Directed,11247,,,1
96977,175379,Directed,11248,,,1
98465,175379,Directed,11249,,,1
298225,175379,Directed,11250,,,1
406294,175379,Directed,11251,,,1
422947,175379,Directed,11252,,,1
446509,175379,Directed,11253,,,1
490952,175379,Directed,11254,,,1
561105,175379,Directed,11255,,,1
607053,175379,Directed,11256,,,1
779670,175379,Directed,11257,,,1
781350,175379,Directed,11258,,,1
787702,175379,Directed,11259,,,1
931105,175379,Directed,11260,,,1
50251,175459,Directed,11261,,,1
139026,175459,Directed,11262,,,1
413524,175459,Directed,11263,,,1
863790,175459,Directed,11264,,,1
961234,175459,Directed,11265,,,1
2411,175525,Directed,11266,,,1
19892,175525,Directed,11267,,,1
30431,175525,Directed,11268,,,1
49374,175525,Directed,11269,,,1
99449,175525,Directed,11270,,,1
140499,175525,Directed,11271,,,1
326249,175525,Directed,11272,,,1
346336,175525,Directed,11273,,,1
617196,175525,Directed,11274,,,1
790814,175525,Directed,11275,,,1
840000,175525,Directed,11276,,,1
855423,175525,Directed,11277,,,1
937003,175525,Directed,11278,,,1
221894,175538,Directed,11279,,,1
39656,175553,Directed,11280,,,1
44290,175553,Directed,11281,,,1
79016,175553,Directed,11282,,,1
162677,175553,Directed,11283,,,1
172350,175553,Directed,11284,,,1
184502,175553,Directed,11285,,,1
208404,175553,Directed,11286,,,1
211758,175553,Directed,11287,,,1
259529,175553,Directed,11288,,,1
404463,175553,Directed,11289,,,1
423829,175553,Directed,11290,,,1
490416,175553,Directed,11291,,,1
596922,175553,Directed,11292,,,1
646353,175553,Directed,11293,,,1
742899,175553,Directed,11294,,,1
19892,175579,Directed,11295,,,1
88180,175579,Directed,11296,,,1
97325,175579,Directed,11297,,,1
97491,175579,Directed,11298,,,1
112789,175579,Directed,11299,,,1
134729,175579,Directed,11300,,,1
167320,175579,Directed,11301,,,1
184043,175579,Directed,11302,,,1
261087,175579,Directed,11303,,,1
363100,175579,Directed,11304,,,1
406294,175579,Directed,11305,,,1
420133,175579,Directed,11306,,,1
446509,175579,Directed,11307,,,1
485135,175579,Directed,11308,,,1
490952,175579,Directed,11309,,,1
572737,175579,Directed,11310,,,1
741746,175579,Directed,11311,,,1
771438,175579,Directed,11312,,,1
772745,175579,Directed,11313,,,1
786360,175579,Directed,11314,,,1
790820,175579,Directed,11315,,,1
813946,175579,Directed,11316,,,1
825251,175579,Directed,11317,,,1
913210,175579,Directed,11318,,,1
957085,175579,Directed,11319,,,1
46460,175708,Directed,11320,,,1
49806,175708,Directed,11321,,,1
78242,175708,Directed,11322,,,1
131178,175708,Directed,11323,,,1
171637,175708,Directed,11324,,,1
176936,175708,Directed,11325,,,1
180228,175708,Directed,11326,,,1
204714,175708,Directed,11327,,,1
276085,175708,Directed,11328,,,1
489303,175708,Directed,11329,,,1
577531,175708,Directed,11330,,,1
639697,175708,Directed,11331,,,1
668302,175708,Directed,11332,,,1
753094,175708,Directed,11333,,,1
767068,175708,Directed,11334,,,1
792953,175708,Directed,11335,,,1
796950,175708,Directed,11336,,,1
804706,175708,Directed,11337,,,1
806336,175708,Directed,11338,,,1
898331,175708,Directed,11339,,,1
942252,175708,Directed,11340,,,1
3627,175775,Directed,11341,,,1
52151,175775,Directed,11342,,,1
81683,175775,Directed,11343,,,1
93322,175775,Directed,11344,,,1
109637,175775,Directed,11345,,,1
165830,175775,Directed,11346,,,1
178014,175775,Directed,11347,,,1
219334,175775,Directed,11348,,,1
352171,175775,Directed,11349,,,1
641994,175775,Directed,11350,,,1
762652,175775,Directed,11351,,,1
785380,175775,Directed,11352,,,1
855773,175775,Directed,11353,,,1
39013,175992,Directed,11354,,,1
62823,175992,Directed,11355,,,1
91650,175992,Directed,11356,,,1
222974,175992,Directed,11357,,,1
255704,175992,Directed,11358,,,1
312354,175992,Directed,11359,,,1
357406,175992,Directed,11360,,,1
367459,175992,Directed,11361,,,1
422947,175992,Directed,11362,,,1
563834,175992,Directed,11363,,,1
573241,175992,Directed,11364,,,1
636394,175992,Directed,11365,,,1
654543,175992,Directed,11366,,,1
761108,175992,Directed,11367,,,1
855952,175992,Directed,11368,,,1
924780,175992,Directed,11369,,,1
931105,175992,Directed,11370,,,1
950956,175992,Directed,11371,,,1
324819,176083,Directed,11372,,,1
29334,176148,Directed,11373,,,1
353145,176148,Directed,11374,,,1
391398,176148,Directed,11375,,,1
622379,176148,Directed,11376,,,1
769444,176256,Directed,11377,,,1
932665,176256,Directed,11378,,,1
116178,176332,Directed,11379,,,1
125528,176332,Directed,11380,,,1
130028,176332,Directed,11381,,,1
139741,176332,Directed,11382,,,1
237205,176332,Directed,11383,,,1
246960,176332,Directed,11384,,,1
260212,176332,Directed,11385,,,1
545074,176332,Directed,11386,,,1
660507,176332,Directed,11387,,,1
797670,176332,Directed,11388,,,1
33161,176358,Directed,11389,,,1
45313,176358,Directed,11390,,,1
78044,176358,Directed,11391,,,1
83013,176358,Directed,11392,,,1
92942,176358,Directed,11393,,,1
96964,176358,Directed,11394,,,1
107139,176358,Directed,11395,,,1
129775,176358,Directed,11396,,,1
135273,176358,Directed,11397,,,1
144458,176358,Directed,11398,,,1
191947,176358,Directed,11399,,,1
201760,176358,Directed,11400,,,1
221894,176358,Directed,11401,,,1
243812,176358,Directed,11402,,,1
267814,176358,Directed,11403,,,1
299668,176358,Directed,11404,,,1
302685,176358,Directed,11405,,,1
345168,176358,Directed,11406,,,1
361393,176358,Directed,11407,,,1
390390,176358,Directed,11408,,,1
411830,176358,Directed,11409,,,1
467203,176358,Directed,11410,,,1
607448,176358,Directed,11411,,,1
622805,176358,Directed,11412,,,1
658346,176358,Directed,11413,,,1
777210,176358,Directed,11414,,,1
918600,176358,Directed,11415,,,1
944349,176358,Directed,11416,,,1
948061,176358,Directed,11417,,,1
957296,176358,Directed,11418,,,1
34249,176360,Directed,11419,,,1
66429,176360,Directed,11420,,,1
72205,176360,Directed,11421,,,1
151431,176360,Directed,11422,,,1
152002,176360,Directed,11423,,,1
198532,176360,Directed,11424,,,1
200791,176360,Directed,11425,,,1
377908,176360,Directed,11426,,,1
515628,176360,Directed,11427,,,1
530745,176360,Directed,11428,,,1
543867,176360,Directed,11429,,,1
629609,176360,Directed,11430,,,1
744796,176360,Directed,11431,,,1
814751,176360,Directed,11432,,,1
816900,176360,Directed,11433,,,1
206967,176859,Directed,11434,,,1
245760,176859,Directed,11435,,,1
423829,176859,Directed,11436,,,1
640675,176859,Directed,11437,,,1
642664,176859,Directed,11438,,,1
3829,176936,Directed,11439,,,1
204714,176936,Directed,11440,,,1
527379,176936,Directed,11441,,,1
753094,176936,Directed,11442,,,1
64509,177060,Directed,11443,,,1
79016,177060,Directed,11444,,,1
94224,177060,Directed,11445,,,1
260038,177060,Directed,11446,,,1
280445,177060,Directed,11447,,,1
307025,177060,Directed,11448,,,1
376739,177060,Directed,11449,,,1
414251,177060,Directed,11450,,,1
762288,177060,Directed,11451,,,1
772526,177060,Directed,11452,,,1
778344,177060,Directed,11453,,,1
806542,177060,Directed,11454,,,1
806877,177060,Directed,11455,,,1
830375,177060,Directed,11456,,,1
888730,177060,Directed,11457,,,1
927555,177060,Directed,11458,,,1
139026,177117,Directed,11459,,,1
165663,177117,Directed,11460,,,1
222436,177117,Directed,11461,,,1
418740,177117,Directed,11462,,,1
500992,177117,Directed,11463,,,1
588508,177117,Directed,11464,,,1
604852,177117,Directed,11465,,,1
835585,177117,Directed,11466,,,1
859868,177117,Directed,11467,,,1
866786,177117,Directed,11468,,,1
948171,177117,Directed,11469,,,1
50493,177336,Directed,11470,,,1
87922,177336,Directed,11471,,,1
219966,177336,Directed,11472,,,1
453041,177336,Directed,11473,,,1
771792,177336,Directed,11474,,,1
175775,177372,Directed,11475,,,1
127360,177454,Directed,11476,,,1
136871,177454,Directed,11477,,,1
237205,177454,Directed,11478,,,1
260212,177454,Directed,11479,,,1
574597,177454,Directed,11480,,,1
680522,177454,Directed,11481,,,1
831215,177454,Directed,11482,,,1
249175,177588,Directed,11483,,,1
397042,177588,Directed,11484,,,1
404463,177588,Directed,11485,,,1
420539,177588,Directed,11486,,,1
423829,177588,Directed,11487,,,1
551815,177588,Directed,11488,,,1
685751,177588,Directed,11489,,,1
743929,177588,Directed,11490,,,1
750519,177588,Directed,11491,,,1
769876,177588,Directed,11492,,,1
785283,177588,Directed,11493,,,1
842802,177588,Directed,11494,,,1
849672,177588,Directed,11495,,,1
102985,177856,Directed,11496,,,1
144847,177856,Directed,11497,,,1
291043,177856,Directed,11498,,,1
337119,177856,Directed,11499,,,1
673621,177856,Directed,11500,,,1
81683,177957,Directed,11501,,,1
75295,178014,Directed,11502,,,1
85448,178014,Directed,11503,,,1
128099,178014,Directed,11504,,,1
178889,178014,Directed,11505,,,1
295276,178014,Directed,11506,,,1
328014,178014,Directed,11507,,,1
359494,178014,Directed,11508,,,1
412134,178014,Directed,11509,,,1
425105,178014,Directed,11510,,,1
785380,178014,Directed,11511,,,1
790988,178014,Directed,11512,,,1
1292549,178014,Directed,11513,,,1
38579,178051,Directed,11514,,,1
38977,178051,Directed,11515,,,1
128440,178051,Directed,11516,,,1
139741,178051,Directed,11517,,,1
183858,178051,Directed,11518,,,1
184811,178051,Directed,11519,,,1
185810,178051,Directed,11520,,,1
217622,178051,Directed,11521,,,1
239921,178051,Directed,11522,,,1
260212,178051,Directed,11523,,,1
334193,178051,Directed,11524,,,1
477116,178051,Directed,11525,,,1
481057,178051,Directed,11526,,,1
567570,178051,Directed,11527,,,1
567862,178051,Directed,11528,,,1
611929,178051,Directed,11529,,,1
790509,178051,Directed,11530,,,1
790814,178051,Directed,11531,,,1
809446,178051,Directed,11532,,,1
895443,178051,Directed,11533,,,1
926428,178051,Directed,11534,,,1
947576,178051,Directed,11535,,,1
351733,178122,Directed,11536,,,1
359062,178122,Directed,11537,,,1
420133,178122,Directed,11538,,,1
661525,178122,Directed,11539,,,1
750970,178122,Directed,11540,,,1
784766,178122,Directed,11541,,,1
926604,178122,Directed,11542,,,1
76057,178143,Directed,11543,,,1
165162,178143,Directed,11544,,,1
199995,178143,Directed,11545,,,1
346336,178143,Directed,11546,,,1
404434,178143,Directed,11547,,,1
850692,178143,Directed,11548,,,1
943268,178143,Directed,11549,,,1
949619,178143,Directed,11550,,,1
18258,178345,Directed,11551,,,1
237205,178345,Directed,11552,,,1
361393,178345,Directed,11553,,,1
46925,178536,Directed,11554,,,1
135378,178536,Directed,11555,,,1
276085,178536,Directed,11556,,,1
754032,178536,Directed,11557,,,1
825208,178536,Directed,11558,,,1
894465,178536,Directed,11559,,,1
337631,178549,Directed,11560,,,1
933809,178549,Directed,11561,,,1
343930,178621,Directed,11562,,,1
44764,178645,Directed,11563,,,1
142767,178654,Directed,11564,,,1
216294,178654,Directed,11565,,,1
424302,178654,Directed,11566,,,1
491786,178654,Directed,11567,,,1
781423,178654,Directed,11568,,,1
59819,178750,Directed,11569,,,1
1098,178799,Directed,11570,,,1
5441,178799,Directed,11571,,,1
7920,178799,Directed,11572,,,1
78191,178799,Directed,11573,,,1
112789,178799,Directed,11574,,,1
134729,178799,Directed,11575,,,1
139026,178799,Directed,11576,,,1
323194,178799,Directed,11577,,,1
357406,178799,Directed,11578,,,1
446509,178799,Directed,11579,,,1
506513,178799,Directed,11580,,,1
572737,178799,Directed,11581,,,1
579839,178799,Directed,11582,,,1
604852,178799,Directed,11583,,,1
626463,178799,Directed,11584,,,1
741746,178799,Directed,11585,,,1
771438,178799,Directed,11586,,,1
790820,178799,Directed,11587,,,1
820115,178799,Directed,11588,,,1
75825,178889,Directed,11589,,,1
118544,178889,Directed,11590,,,1
425105,178889,Directed,11591,,,1
479582,178889,Directed,11592,,,1
193231,178906,Directed,11593,,,1
367459,178906,Directed,11594,,,1
423305,178906,Directed,11595,,,1
474482,178906,Directed,11596,,,1
639053,178906,Directed,11597,,,1
672910,178906,Directed,11598,,,1
758520,178906,Directed,11599,,,1
798606,178906,Directed,11600,,,1
66915,179105,Directed,11601,,,1
72205,179105,Directed,11602,,,1
152002,179105,Directed,11603,,,1
174122,179105,Directed,11604,,,1
543867,179105,Directed,11605,,,1
774588,179105,Directed,11606,,,1
791483,179105,Directed,11607,,,1
814751,179105,Directed,11608,,,1
31685,179191,Directed,11609,,,1
77175,179191,Directed,11610,,,1
177060,179191,Directed,11611,,,1
204386,179191,Directed,11612,,,1
213212,179191,Directed,11613,,,1
325459,179191,Directed,11614,,,1
754251,179191,Directed,11615,,,1
840102,179191,Directed,11616,,,1
41874,179205,Directed,11617,,,1
66915,179205,Directed,11618,,,1
194018,179205,Directed,11619,,,1
266160,179205,Directed,11620,,,1
279141,179205,Directed,11621,,,1
333634,179205,Directed,11622,,,1
391398,179205,Directed,11623,,,1
528221,179205,Directed,11624,,,1
536754,179205,Directed,11625,,,1
538677,179205,Directed,11626,,,1
754032,179205,Directed,11627,,,1
852007,179205,Directed,11628,,,1
59156,179335,Directed,11629,,,1
549797,179335,Directed,11630,,,1
81796,179379,Directed,11631,,,1
133119,179379,Directed,11632,,,1
259529,179379,Directed,11633,,,1
290464,179379,Directed,11634,,,1
396372,179379,Directed,11635,,,1
558339,179379,Directed,11636,,,1
845443,179379,Directed,11637,,,1
928942,179379,Directed,11638,,,1
805785,179636,Directed,11639,,,1
175553,179698,Directed,11640,,,1
211483,179698,Directed,11641,,,1
223701,179698,Directed,11642,,,1
248392,179698,Directed,11643,,,1
286483,179698,Directed,11644,,,1
354105,179698,Directed,11645,,,1
423829,179698,Directed,11646,,,1
484396,179698,Directed,11647,,,1
497132,179698,Directed,11648,,,1
738182,179698,Directed,11649,,,1
764702,179698,Directed,11650,,,1
792583,179698,Directed,11651,,,1
804559,179698,Directed,11652,,,1
79016,179714,Directed,11653,,,1
171728,179714,Directed,11654,,,1
184502,179714,Directed,11655,,,1
927555,179714,Directed,11656,,,1
31067,179730,Directed,11657,,,1
46861,179730,Directed,11658,,,1
71336,179730,Directed,11659,,,1
76881,179730,Directed,11660,,,1
184814,179730,Directed,11661,,,1
198783,179730,Directed,11662,,,1
380704,179730,Directed,11663,,,1
743929,179730,Directed,11664,,,1
796741,179730,Directed,11665,,,1
903609,179730,Directed,11666,,,1
958533,179730,Directed,11667,,,1
49180,179764,Directed,11668,,,1
300534,179764,Directed,11669,,,1
806542,179764,Directed,11670,,,1
806877,179764,Directed,11671,,,1
36987,180023,Directed,11672,,,1
37658,180023,Directed,11673,,,1
104714,180023,Directed,11674,,,1
233862,180023,Directed,11675,,,1
387815,180023,Directed,11676,,,1
417607,180023,Directed,11677,,,1
423829,180023,Directed,11678,,,1
484396,180023,Directed,11679,,,1
488378,180023,Directed,11680,,,1
617196,180023,Directed,11681,,,1
634377,180023,Directed,11682,,,1
645612,180023,Directed,11683,,,1
683750,180023,Directed,11684,,,1
685647,180023,Directed,11685,,,1
751592,180023,Directed,11686,,,1
751604,180023,Directed,11687,,,1
753685,180023,Directed,11688,,,1
755156,180023,Directed,11689,,,1
758520,180023,Directed,11690,,,1
785380,180023,Directed,11691,,,1
798662,180023,Directed,11692,,,1
833782,180023,Directed,11693,,,1
932858,180023,Directed,11694,,,1
76881,180228,Directed,11695,,,1
81083,180228,Directed,11696,,,1
82831,180228,Directed,11697,,,1
269972,180228,Directed,11698,,,1
290040,180228,Directed,11699,,,1
303050,180228,Directed,11700,,,1
309328,180228,Directed,11701,,,1
343396,180228,Directed,11702,,,1
380704,180228,Directed,11703,,,1
403120,180228,Directed,11704,,,1
486305,180228,Directed,11705,,,1
549797,180228,Directed,11706,,,1
662800,180228,Directed,11707,,,1
762288,180228,Directed,11708,,,1
813392,180228,Directed,11709,,,1
960674,180228,Directed,11710,,,1
52900,180263,Directed,11711,,,1
55128,180263,Directed,11712,,,1
87985,180263,Directed,11713,,,1
100160,180263,Directed,11714,,,1
120521,180263,Directed,11715,,,1
135032,180263,Directed,11716,,,1
182598,180263,Directed,11717,,,1
242511,180263,Directed,11718,,,1
538677,180263,Directed,11719,,,1
631774,180263,Directed,11720,,,1
754032,180263,Directed,11721,,,1
793988,180263,Directed,11722,,,1
805332,180263,Directed,11723,,,1
824022,180263,Directed,11724,,,1
