Id,Label,timeset,﻿influencer_id,influencer_name,influencer_main_genre,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,influencer_id,modularity_class
1284,,,931105,Agnostic Front,Pop/Rock,0,0,0,0,,0
1285,,,950956,Gorilla Biscuits,Pop/Rock,0,0,0,0,,0
1286,,,42993,Sonny & Cher,Pop/Rock,0,0,0,0,,0
1287,,,80537,Billy Fury,Pop/Rock,0,0,0,0,,0
1288,,,3495279,Andy Black,Pop/Rock,0,0,0,0,,0
1289,,,135054,Joan Jett & the Blackhearts,Pop/Rock,0,0,0,0,,0
1290,,,266255,Jonathan Richman,Pop/Rock,0,0,0,0,,0
1291,,,766385,The Go-Go's,Pop/Rock,0,0,0,0,,0
1292,,,34249,Steve Earle,Country,0,0,0,0,,0
1293,,,167517,Dire Straits,Pop/Rock,0,0,0,0,,0
1294,,,286561,Robert Earl Keen,Folk,0,0,0,0,,0
1295,,,135152,Jodeci,R&B;,0,0,0,0,,0
1296,,,799081,Full Force,R&B;,0,0,0,0,,0
1297,,,925066,Montell Jordan,R&B;,0,0,0,0,,0
1298,,,573241,7 Seconds,Pop/Rock,0,0,0,0,,0
1299,,,19892,Tears for Fears,Pop/Rock,0,0,0,0,,0
1300,,,61172,The Cars,Pop/Rock,0,0,0,0,,0
1301,,,758520,Big Black,Pop/Rock,0,0,0,0,,0
1302,,,858827,Queen,Pop/Rock,0,0,0,0,,0
1303,,,889097,Ric Ocasek,Pop/Rock,0,0,0,0,,0
1304,,,558339,Hank Jones,Jazz,0,0,0,0,,0
1305,,,642664,George Shearing,Jazz,0,0,0,0,,0
1306,,,988386,Cecil Taylor,Jazz,0,0,0,0,,0
1307,,,858710,Marty Robbins,Country,0,0,0,0,,0
1308,,,903609,Jim Reeves,Country,0,0,0,0,,0
1309,,,484396,Ornette Coleman,Jazz,0,0,0,0,,0
1310,,,578031,The Statler Brothers,Country,0,0,0,0,,0
1311,,,935990,Brewer & Shipley,Pop/Rock,0,0,0,0,,0
1312,,,315336,Perry Como,Vocal,0,0,0,0,,0
1313,,,556242,Hamza el Din,International,0,0,0,0,,0
1314,,,75100,Bad Company,Pop/Rock,0,0,0,0,,0
1315,,,140689,Dead Boys,Pop/Rock,0,0,0,0,,0
1316,,,222351,Dead Moon,Pop/Rock,0,0,0,0,,0
1317,,,474482,Minutemen,Pop/Rock,0,0,0,0,,0
1318,,,913210,Hurt,Pop/Rock,0,0,0,0,,0
1319,,,171693,Victor Jara,Folk,0,0,0,0,,0
1320,,,747757,Split Enz,Pop/Rock,0,0,0,0,,0
1321,,,61534,The Bobby Fuller Four,Pop/Rock,0,0,0,0,,0
1322,,,142652,D.O.A.,Pop/Rock,0,0,0,0,,0
1323,,,13508,Travis,Pop/Rock,0,0,0,0,,0
1324,,,108679,Crash Test Dummies,Pop/Rock,0,0,0,0,,0
1325,,,636433,The Cardigans,Pop/Rock,0,0,0,0,,0
1326,,,775877,Coldplay,Pop/Rock,0,0,0,0,,0
1327,,,923705,Mogwai,Pop/Rock,0,0,0,0,,0
1328,,,3413,Allan Jones,Vocal,0,0,0,0,,0
1329,,,128249,Eydie Gorme,Vocal,0,0,0,0,,0
1330,,,142178,Frankie Laine,Vocal,0,0,0,0,,0
1331,,,205254,Vic Damone,Vocal,0,0,0,0,,0
1332,,,813392,Dean Martin,Vocal,0,0,0,0,,0
1333,,,816896,Johnnie Ray,Vocal,0,0,0,0,,0
1334,,,73644,Bobby Charles,Pop/Rock,0,0,0,0,,0
1335,,,171637,Duane Eddy,Pop/Rock,0,0,0,0,,0
1336,,,190946,Lefty Frizzell,Country,0,0,0,0,,0
1337,,,332852,Ronnie Hawkins,Pop/Rock,0,0,0,0,,0
1338,,,3056,P.P. Arnold,R&B;,0,0,0,0,,0
1339,,,9084,Sparks,Pop/Rock,0,0,0,0,,0
1340,,,750925,Shirley Ellis,R&B;,0,0,0,0,,0
1341,,,783250,Gloria Jones,Pop/Rock,0,0,0,0,,0
1342,,,926548,Iggy Pop,Pop/Rock,0,0,0,0,,0
1343,,,17929,Patti Austin,R&B;,0,0,0,0,,0
1344,,,58438,Betty Davis,R&B;,0,0,0,0,,0
1345,,,106882,Lamont Dozier,R&B;,0,0,0,0,,0
1346,,,110104,Cissy Houston,R&B;,0,0,0,0,,0
1347,,,127696,Lalah Hathaway,R&B;,0,0,0,0,,0
1348,,,176358,Jamiroquai,R&B;,0,0,0,0,,0
1349,,,200074,Lenny Kravitz,Pop/Rock,0,0,0,0,,0
1350,,,619423,Ashford & Simpson,R&B;,0,0,0,0,,0
1351,,,684830,Willie Mitchell,R&B;,0,0,0,0,,0
1352,,,884962,Regina Belle,R&B;,0,0,0,0,,0
1353,,,920939,The Undisputed Truth,R&B;,0,0,0,0,,0
1354,,,139933,Frankie Lymon,R&B;,0,0,0,0,,0
1355,,,213165,Jan & Dean,Pop/Rock,0,0,0,0,,0
1356,,,814036,Davy Graham,Folk,0,0,0,0,,0
1357,,,36468,Smoking Popes,Pop/Rock,0,0,0,0,,0
1358,,,38302,Social Distortion,Pop/Rock,0,0,0,0,,0
1359,,,138520,The Damned,Pop/Rock,0,0,0,0,,0
1360,,,223197,Hot Water Music,Pop/Rock,0,0,0,0,,0
1361,,,255704,Pegboy,Pop/Rock,0,0,0,0,,0
1362,,,312354,Screeching Weasel,Pop/Rock,0,0,0,0,,0
1363,,,367459,Naked Raygun,Pop/Rock,0,0,0,0,,0
1364,,,471355,Operation Ivy,Pop/Rock,0,0,0,0,,0
1365,,,472925,The Offspring,Pop/Rock,0,0,0,0,,0
1366,,,761108,Avail,Pop/Rock,0,0,0,0,,0
1367,,,855952,Propagandhi,Pop/Rock,0,0,0,0,,0
1368,,,58372,Faces,Pop/Rock,0,0,0,0,,0
1369,,,308645,Pulp,Pop/Rock,0,0,0,0,,0
1370,,,453041,Meshuggah,Pop/Rock,0,0,0,0,,0
1371,,,741177,Entombed,Pop/Rock,0,0,0,0,,0
1372,,,291043,Journey,Pop/Rock,0,0,0,0,,0
1373,,,44290,Sonny Stitt,Jazz,0,0,0,0,,0
1374,,,792175,Fats Navarro,Jazz,0,0,0,0,,0
1375,,,49806,Blind Boy Fuller,Blues,0,0,0,0,,0
1376,,,64817,Big Walter Horton,Blues,0,0,0,0,,0
1377,,,1006782,Sonny Boy Williamson I,Blues,0,0,0,0,,0
1378,,,130764,Face to Face,Pop/Rock,0,0,0,0,,0
1379,,,139089,Barenaked Ladies,Pop/Rock,0,0,0,0,,0
1380,,,213921,Less Than Jake,Pop/Rock,0,0,0,0,,0
1381,,,243008,Weezer,Pop/Rock,0,0,0,0,,0
1382,,,258430,Pennywise,Pop/Rock,0,0,0,0,,0
1383,,,317545,NOFX,Pop/Rock,0,0,0,0,,0
1384,,,527267,Built to Spill,Pop/Rock,0,0,0,0,,0
1385,,,780581,Lagwagon,Pop/Rock,0,0,0,0,,0
1386,,,805345,Down by Law,Pop/Rock,0,0,0,0,,0
1387,,,848913,Richard Hell,Pop/Rock,0,0,0,0,,0
1388,,,920994,The Vandals,Pop/Rock,0,0,0,0,,0
1389,,,819894,Johnny Otis,Blues,0,0,0,0,,0
1390,,,94764,"Bonnie ""Prince"" Billy",Pop/Rock,0,0,0,0,,0
1391,,,451296,Red House Painters,Pop/Rock,0,0,0,0,,0
1392,,,129430,Cluster,Electronic,0,0,0,0,,0
1393,,,853926,Popol Vuh,Electronic,0,0,0,0,,0
1394,,,928351,Morbid Angel,Pop/Rock,0,0,0,0,,0
1395,,,312353,Screaming Trees,Pop/Rock,0,0,0,0,,0
1396,,,509223,Mudhoney,Pop/Rock,0,0,0,0,,0
1397,,,799771,Green River,Pop/Rock,0,0,0,0,,0
1398,,,170381,Europe,Pop/Rock,0,0,0,0,,0
1399,,,465562,Obituary,Pop/Rock,0,0,0,0,,0
1400,,,987621,Foreigner,Pop/Rock,0,0,0,0,,0
1401,,,416785,Nino Rota,Stage & Screen,0,0,0,0,,0
1402,,,760240,Bernard Herrmann,Stage & Screen,0,0,0,0,,0
1403,,,743968,Patrice Rushen,R&B;,0,0,0,0,,0
1404,,,102050,The Kingston Trio,Folk,0,0,0,0,,0
1405,,,772745,Incubus,Pop/Rock,0,0,0,0,,0
1406,,,99561,The Incredible String Band,Folk,0,0,0,0,,0
1407,,,124492,Beck,Pop/Rock,0,0,0,0,,0
1408,,,477116,Moby,Electronic,0,0,0,0,,0
1409,,,850692,Jethro Tull,Pop/Rock,0,0,0,0,,0
1410,,,68155,The Chantels,R&B;,0,0,0,0,,0
1411,,,278559,Jerry Lewis,Comedy/Spoken,0,0,0,0,,0
1412,,,295415,Richard Pryor,Comedy/Spoken,0,0,0,0,,0
1413,,,492670,Monty Python,Comedy/Spoken,0,0,0,0,,0
1414,,,639005,George Carlin,Comedy/Spoken,0,0,0,0,,0
1415,,,899198,The Smothers Brothers,Comedy/Spoken,0,0,0,0,,0
1416,,,376739,Koko Taylor,Blues,0,0,0,0,,0
1417,,,758943,Big Brother & the Holding Company,Pop/Rock,0,0,0,0,,0
1418,,,830425,Robert Cray,Blues,0,0,0,0,,0
1419,,,962064,Junior Wells,Blues,0,0,0,0,,0
1420,,,942335,Groove Armada,Electronic,0,0,0,0,,0
1421,,,949820,DJ Shadow,Electronic,0,0,0,0,,0
1422,,,578141,The Spinners,R&B;,0,0,0,0,,0
1423,,,785611,The Dave Clark Five,Pop/Rock,0,0,0,0,,0
1424,,,852007,Roy Orbison,Pop/Rock,0,0,0,0,,0
1425,,,24944,Amy Grant,Religious,0,0,0,0,,0
1426,,,79392,Keith Green,Religious,0,0,0,0,,0
1427,,,466759,Michael W. Smith,Religious,0,0,0,0,,0
1428,,,232869,Macy Gray,R&B;,0,0,0,0,,0
1429,,,245019,Sandy Denny,Folk,0,0,0,0,,0
1430,,,758208,Beth Orton,Pop/Rock,0,0,0,0,,0
1431,,,669015,Malvina Reynolds,Folk,0,0,0,0,,0
1432,,,3170,Pablo Cruise,Pop/Rock,0,0,0,0,,0
1433,,,94205,Chet Atkins,Country,0,0,0,0,,0
1434,,,165818,Charley Pride,Country,0,0,0,0,,0
1435,,,196248,Don Williams,Country,0,0,0,0,,0
1436,,,33560,Suzi Quatro,Pop/Rock,0,0,0,0,,0
1437,,,266916,Marilyn Monroe,Vocal,0,0,0,0,,0
1438,,,418981,The Shirelles,R&B;,0,0,0,0,,0
1439,,,469286,The Music Machine,Pop/Rock,0,0,0,0,,0
1440,,,774791,The Chocolate Watchband,Pop/Rock,0,0,0,0,,0
1441,,,868306,Nico,Pop/Rock,0,0,0,0,,0
1442,,,756740,Swell Maps,Pop/Rock,0,0,0,0,,0
1443,,,115733,J.B. Lenoir,Blues,0,0,0,0,,0
1444,,,894956,Otis Rush,Blues,0,0,0,0,,0
1445,,,186312,Celia Cruz,Latin,0,0,0,0,,0
1446,,,81083,Bill Monroe,Country,0,0,0,0,,0
1447,,,169202,Doc Watson,Folk,0,0,0,0,,0
1448,,,192925,John Renbourn,Folk,0,0,0,0,,0
1449,,,223054,John Fahey,Folk,0,0,0,0,,0
1450,,,527379,Bukka White,Blues,0,0,0,0,,0
1451,,,536754,Burl Ives,Folk,0,0,0,0,,0
1452,,,738855,Grant Green,Jazz,0,0,0,0,,0
1453,,,486775,Otis Spann,Blues,0,0,0,0,,0
1454,,,127949,Jackie McLean,Jazz,0,0,0,0,,0
1455,,,139804,Joe Henderson,Jazz,0,0,0,0,,0
1456,,,354733,Los Lobos,Pop/Rock,0,0,0,0,,0
1457,,,146544,Eddie Van Halen,Pop/Rock,0,0,0,0,,0
1458,,,223701,John McLaughlin,Jazz,0,0,0,0,,0
1459,,,238440,Robert Fripp,Pop/Rock,0,0,0,0,,0
1460,,,600228,Al Di Meola,Jazz,0,0,0,0,,0
1461,,,148355,Egg,Pop/Rock,0,0,0,0,,0
1462,,,752773,Shuggie Otis,R&B;,0,0,0,0,,0
1463,,,767741,Billy Cobham,Jazz,0,0,0,0,,0
1464,,,776011,Kyuss,Pop/Rock,0,0,0,0,,0
1465,,,837486,Utopia,Pop/Rock,0,0,0,0,,0
1466,,,809396,David Grisman,Country,0,0,0,0,,0
1467,,,48816,Bernadette Peters,Vocal,0,0,0,0,,0
1468,,,211424,Dick Hyman,Jazz,0,0,0,0,,0
1469,,,76658,Jimmy McGriff,Jazz,0,0,0,0,,0
1470,,,136075,The Crusaders,Jazz,0,0,0,0,,0
1471,,,406583,"Medeski, Martin & Wood",Jazz,0,0,0,0,,0
1472,,,628684,The Brand New Heavies,R&B;,0,0,0,0,,0
1473,,,772721,Incognito,R&B;,0,0,0,0,,0
1474,,,804559,Joe Sample,Jazz,0,0,0,0,,0
1475,,,45057,The Louvin Brothers,Country,0,0,0,0,,0
1476,,,87113,The Jordanaires,Country,0,0,0,0,,0
1477,,,241813,Johnny Burnette,Pop/Rock,0,0,0,0,,0
1478,,,334829,Jim & Jesse,Country,0,0,0,0,,0
1479,,,577720,The Stanley Brothers,Country,0,0,0,0,,0
1480,,,117001,Barrett Strong,R&B;,0,0,0,0,,0
1481,,,578744,William Bell,R&B;,0,0,0,0,,0
1482,,,763554,Bill Doggett,R&B;,0,0,0,0,,0
1483,,,617568,Brenton Wood,R&B;,0,0,0,0,,0
1484,,,805208,Joe Simon,R&B;,0,0,0,0,,0
1485,,,32366,Steve Goodman,Folk,0,0,0,0,,0
1486,,,69153,Joan Baez,Folk,0,0,0,0,,0
1487,,,83554,Billy Bragg,Pop/Rock,0,0,0,0,,0
1488,,,227487,John Gorka,Folk,0,0,0,0,,0
1489,,,683686,Willie Nile,Pop/Rock,0,0,0,0,,0
1490,,,800426,Greg Brown,Folk,0,0,0,0,,0
1491,,,81619,Keith Urban,Country,0,0,0,0,,0
1492,,,659299,Gary Allan,Country,0,0,0,0,,0
1493,,,789721,Earl Thomas Conley,Country,0,0,0,0,,0
1494,,,842269,Vern Gosdin,Country,0,0,0,0,,0
1495,,,654490,Guitar Slim,Blues,0,0,0,0,,0
1496,,,41899,The Blues Project,Pop/Rock,0,0,0,0,,0
1497,,,133119,Thad Jones,Jazz,0,0,0,0,,0
1498,,,394806,Randy Newman,Pop/Rock,0,0,0,0,,0
1499,,,542549,Gerry Mulligan,Jazz,0,0,0,0,,0
1500,,,551815,Gil Evans,Jazz,0,0,0,0,,0
1501,,,628981,The Buckinghams,Pop/Rock,0,0,0,0,,0
1502,,,38977,The Associates,Pop/Rock,0,0,0,0,,0
1503,,,196969,John Martyn,Folk,0,0,0,0,,0
1504,,,300024,Prefab Sprout,Pop/Rock,0,0,0,0,,0
1505,,,443997,Sylvia Telles,Latin,0,0,0,0,,0
1506,,,571845,Margaret Whiting,Vocal,0,0,0,0,,0
1507,,,758601,Blossom Dearie,Vocal,0,0,0,0,,0
1508,,,797056,Elis Regina,International,0,0,0,0,,0
1509,,,837592,June Christy,Vocal,0,0,0,0,,0
1510,,,43444,Steve Martin,Comedy/Spoken,0,0,0,0,,0
1511,,,67561,Bob Newhart,Comedy/Spoken,0,0,0,0,,0
1512,,,107877,James Carr,R&B;,0,0,0,0,,0
1513,,,224186,John Mellencamp,Pop/Rock,0,0,0,0,,0
1514,,,585574,Sum 41,Pop/Rock,0,0,0,0,,0
1515,,,766078,The Get Up Kids,Pop/Rock,0,0,0,0,,0
1516,,,852688,Jimmy Eat World,Pop/Rock,0,0,0,0,,0
1517,,,52382,The Marshall Tucker Band,Pop/Rock,0,0,0,0,,0
1518,,,85776,James Gang,Pop/Rock,0,0,0,0,,0
1519,,,154548,Eric Burdon,Pop/Rock,0,0,0,0,,0
1520,,,224294,John Fogerty,Pop/Rock,0,0,0,0,,0
1521,,,339490,Rare Earth,Pop/Rock,0,0,0,0,,0
1522,,,805661,Humble Pie,Pop/Rock,0,0,0,0,,0
1523,,,817369,Derek & the Dominos,Pop/Rock,0,0,0,0,,0
1524,,,835894,Lowell George,Pop/Rock,0,0,0,0,,0
1525,,,838524,Savoy Brown,Pop/Rock,0,0,0,0,,0
1526,,,943936,Buddy Miles,Pop/Rock,0,0,0,0,,0
1527,,,359062,KMFDM,Pop/Rock,0,0,0,0,,0
1528,,,35587,Sick of It All,Pop/Rock,0,0,0,0,,0
1529,,,192338,Madball,Pop/Rock,0,0,0,0,,0
1530,,,779670,Cradle of Filth,Pop/Rock,0,0,0,0,,0
1531,,,885375,Refused,Pop/Rock,0,0,0,0,,0
1532,,,233035,Debbie Reynolds,Vocal,0,0,0,0,,0
1533,,,247966,Julie London,Vocal,0,0,0,0,,0
1534,,,368451,Nana Mouskouri,Vocal,0,0,0,0,,0
1535,,,847735,Marlene Dietrich,Vocal,0,0,0,0,,0
1536,,,855531,Barbra Streisand,Vocal,0,0,0,0,,0
1537,,,935330,Toni Braxton,R&B;,0,0,0,0,,0
1538,,,215058,Jars of Clay,Pop/Rock,0,0,0,0,,0
1539,,,270667,Live,Pop/Rock,0,0,0,0,,0
1540,,,325443,Petra,Religious,0,0,0,0,,0
1541,,,521851,MxPx,Pop/Rock,0,0,0,0,,0
1542,,,946560,dc Talk,Religious,0,0,0,0,,0
1543,,,146490,Fastball,Pop/Rock,0,0,0,0,,0
1544,,,335747,Rancid,Pop/Rock,0,0,0,0,,0
1545,,,757342,blink-182,Pop/Rock,0,0,0,0,,0
1546,,,771905,Bowling for Soup,Pop/Rock,0,0,0,0,,0
1547,,,683750,Yellow Magic Orchestra,Electronic,0,0,0,0,,0
1548,,,66228,Big Maybelle,Blues,0,0,0,0,,0
1549,,,229157,Magazine,Pop/Rock,0,0,0,0,,0
1550,,,777210,Kool & the Gang,R&B;,0,0,0,0,,0
1551,,,830538,Robert Plant,Pop/Rock,0,0,0,0,,0
1552,,,582930,David Gilmour,Pop/Rock,0,0,0,0,,0
1553,,,842611,Peter Green,Pop/Rock,0,0,0,0,,0
1554,,,339577,Meat Puppets,Pop/Rock,0,0,0,0,,0
1555,,,755519,Soul Asylum,Pop/Rock,0,0,0,0,,0
1556,,,940583,The Call,Pop/Rock,0,0,0,0,,0
1557,,,946137,Canned Heat,Pop/Rock,0,0,0,0,,0
1558,,,12180,Trace Adkins,Country,0,0,0,0,,0
1559,,,48566,The Black Crowes,Pop/Rock,0,0,0,0,,0
1560,,,207644,The Charlie Daniels Band,Country,0,0,0,0,,0
1561,,,333643,Maurice Jarre,Stage & Screen,0,0,0,0,,0
1562,,,586798,Thievery Corporation,Electronic,0,0,0,0,,0
1563,,,119111,J.J. Johnson,Jazz,0,0,0,0,,0
1564,,,120487,Jack Kerouac,Comedy/Spoken,0,0,0,0,,0
1565,,,345427,Roy Harper,Pop/Rock,0,0,0,0,,0
1566,,,404345,The Monks,Pop/Rock,0,0,0,0,,0
1567,,,417607,The Red Krayola,Pop/Rock,0,0,0,0,,0
1568,,,500664,The Seeds,Pop/Rock,0,0,0,0,,0
1569,,,843607,Peter Hammill,Pop/Rock,0,0,0,0,,0
1570,,,75591,The Corrs,Pop/Rock,0,0,0,0,,0
1571,,,186185,C脙漏line Dion,Pop/Rock,0,0,0,0,,0
1572,,,293490,Sarah Brightman,Vocal,0,0,0,0,,0
1573,,,374126,Natalie Imbruglia,Pop/Rock,0,0,0,0,,0
1574,,,579458,Luciano Pavarotti,Classical,0,0,0,0,,0
1575,,,641626,Cecilia Bartoli,Classical,0,0,0,0,,0
1576,,,751613,Andrea Bocelli,Classical,0,0,0,0,,0
1577,,,829267,Loreena McKennitt,Folk,0,0,0,0,,0
1578,,,988471,Enya,New Age,0,0,0,0,,0
1579,,,28772,The 5th Dimension,Pop/Rock,0,0,0,0,,0
1580,,,541125,Gerry & the Pacemakers,Pop/Rock,0,0,0,0,,0
1581,,,784760,The Cowsills,Pop/Rock,0,0,0,0,,0
1582,,,135032,The Beau Brummels,Pop/Rock,0,0,0,0,,0
1583,,,807121,Lou Christie,Pop/Rock,0,0,0,0,,0
1584,,,669511,Marco Antonio Sol脙颅s,Latin,0,0,0,0,,0
1585,,,892775,Miguel Bos脙漏,Latin,0,0,0,0,,0
1586,,,128585,Jackie Mittoo,Reggae,0,0,0,0,,0
1587,,,923432,The Wailers,Reggae,0,0,0,0,,0
1588,,,181694,Carmen Miranda,Vocal,0,0,0,0,,0
1589,,,797205,Elizeth Cardoso,Latin,0,0,0,0,,0
1590,,,272567,Louis Prima,Jazz,0,0,0,0,,0
1591,,,949259,"Harry Connick, Jr.",Vocal,0,0,0,0,,0
1592,,,43499,The Andrews Sisters,Vocal,0,0,0,0,,0
1593,,,345734,Rosemary Clooney,Vocal,0,0,0,0,,0
1594,,,670088,Dan Hicks & His Hot Licks,Pop/Rock,0,0,0,0,,0
1595,,,187907,Don Omar,Latin,0,0,0,0,,0
1596,,,924318,Monchy & Alexandra,Latin,0,0,0,0,,0
1597,,,960674,Wynonie Harris,R&B;,0,0,0,0,,0
1598,,,101701,Conflict,Pop/Rock,0,0,0,0,,0
1599,,,184267,U.K. Subs,Pop/Rock,0,0,0,0,,0
1600,,,80443,The Headhunters,Jazz,0,0,0,0,,0
1601,,,161830,Tamba Trio,Latin,0,0,0,0,,0
1602,,,212614,Deodato,Latin,0,0,0,0,,0
1603,,,954817,Marcos Valle,Latin,0,0,0,0,,0
1604,,,634377,David Axelrod,Pop/Rock,0,0,0,0,,0
1605,,,75825,The Coasters,R&B;,0,0,0,0,,0
1606,,,765595,Backstreet Boys,Pop/Rock,0,0,0,0,,0
1607,,,813731,Debbie Gibson,Pop/Rock,0,0,0,0,,0
1608,,,425105,The Skatalites,Reggae,0,0,0,0,,0
1609,,,34617,Andrew Hill,Jazz,0,0,0,0,,0
1610,,,864257,Rahsaan Roland Kirk,Jazz,0,0,0,0,,0
1611,,,170211,Eddie Kendricks,R&B;,0,0,0,0,,0
1612,,,249973,Devo,Pop/Rock,0,0,0,0,,0
1613,,,420539,The Residents,Pop/Rock,0,0,0,0,,0
1614,,,179730,Charlie Rich,Country,0,0,0,0,,0
1615,,,49180,Betty Harris,R&B;,0,0,0,0,,0
1616,,,827367,Long John Baldry,Blues,0,0,0,0,,0
1617,,,838559,Pentangle,Folk,0,0,0,0,,0
1618,,,625736,Brian Wilson,Pop/Rock,0,0,0,0,,0
1619,,,194018,Del Shannon,Pop/Rock,0,0,0,0,,0
1620,,,204708,Dr. Feelgood,Pop/Rock,0,0,0,0,,0
1621,,,309328,Percy Mayfield,R&B;,0,0,0,0,,0
1622,,,620121,Brinsley Schwarz,Pop/Rock,0,0,0,0,,0
1623,,,668302,Dan Penn,Pop/Rock,0,0,0,0,,0
1624,,,776562,Colin Blunstone,Pop/Rock,0,0,0,0,,0
1625,,,807489,Charlie Louvin,Country,0,0,0,0,,0
1626,,,28432,Sneaker Pimps,Pop/Rock,0,0,0,0,,0
1627,,,38579,Soft Cell,Pop/Rock,0,0,0,0,,0
1628,,,49374,Simple Minds,Pop/Rock,0,0,0,0,,0
1629,,,52093,The Fixx,Pop/Rock,0,0,0,0,,0
1630,,,206241,Eurythmics,Pop/Rock,0,0,0,0,,0
1631,,,296903,Love and Rockets,Pop/Rock,0,0,0,0,,0
1632,,,566918,The The,Pop/Rock,0,0,0,0,,0
1633,,,567862,A Flock of Seagulls,Pop/Rock,0,0,0,0,,0
1634,,,812802,Death in Vegas,Electronic,0,0,0,0,,0
1635,,,926428,Thomas Dolby,Pop/Rock,0,0,0,0,,0
1636,,,269972,Little Willie John,R&B;,0,0,0,0,,0
1637,,,80428,The Lettermen,Vocal,0,0,0,0,,0
1638,,,428717,The Sonics,Pop/Rock,0,0,0,0,,0
1639,,,90803,King Curtis,R&B;,0,0,0,0,,0
1640,,,193342,Emperor,Pop/Rock,0,0,0,0,,0
1641,,,631535,The Business,Pop/Rock,0,0,0,0,,0
1642,,,2368302,Blitz,Pop/Rock,0,0,0,0,,0
1643,,,308742,Julian Cope,Pop/Rock,0,0,0,0,,0
1644,,,492037,The Proclaimers,Pop/Rock,0,0,0,0,,0
1645,,,568137,The Strokes,Pop/Rock,0,0,0,0,,0
1646,,,569402,The Teardrop Explodes,Pop/Rock,0,0,0,0,,0
1647,,,748904,Stereophonics,Pop/Rock,0,0,0,0,,0
1648,,,933633,Mungo Jerry,Pop/Rock,0,0,0,0,,0
1649,,,18176,Teddy Riley,R&B;,0,0,0,0,,0
1650,,,83013,The Jackson 5,R&B;,0,0,0,0,,0
1651,,,482787,The Whispers,R&B;,0,0,0,0,,0
1652,,,624215,The Brothers Johnson,R&B;,0,0,0,0,,0
1653,,,816517,DeBarge,R&B;,0,0,0,0,,0
1654,,,930642,Morris Day,R&B;,0,0,0,0,,0
1655,,,570825,The Modern Lovers,Pop/Rock,0,0,0,0,,0
1656,,,180449,Freddie Jackson,R&B;,0,0,0,0,,0
1657,,,208076,Luther Vandross,R&B;,0,0,0,0,,0
1658,,,243474,Lionel Richie,R&B;,0,0,0,0,,0
1659,,,254535,Jon Lucien,Vocal,0,0,0,0,,0
1660,,,674011,Manu Dibango,Jazz,0,0,0,0,,0
1661,,,830319,Hugh Masekela,Jazz,0,0,0,0,,0
1662,,,891907,Orchestra Baobab,International,0,0,0,0,,0
1663,,,893719,The Penguins,R&B;,0,0,0,0,,0
1664,,,239961,Johnny Kidd & the Pirates,Pop/Rock,0,0,0,0,,0
1665,,,820232,Dick Dale,Pop/Rock,0,0,0,0,,0
1666,,,26023,The Apples in Stereo,Pop/Rock,0,0,0,0,,0
1667,,,687487,Yo La Tengo,Pop/Rock,0,0,0,0,,0
1668,,,487271,Mike Seeger,Folk,0,0,0,0,,0
1669,,,517074,Brian McKnight,R&B;,0,0,0,0,,0
1670,,,582024,The Walker Brothers,Pop/Rock,0,0,0,0,,0
1671,,,795341,Felt,Pop/Rock,0,0,0,0,,0
1672,,,799644,Chad & Jeremy,Pop/Rock,0,0,0,0,,0
1673,,,165855,Frankie Avalon,Pop/Rock,0,0,0,0,,0
1674,,,109735,Circle Jerks,Pop/Rock,0,0,0,0,,0
1675,,,483848,The Vibrators,Pop/Rock,0,0,0,0,,0
1676,,,937098,Stiff Little Fingers,Pop/Rock,0,0,0,0,,0
1677,,,764890,Ian Tyson,Country,0,0,0,0,,0
1678,,,520545,My Chemical Romance,Pop/Rock,0,0,0,0,,0
1679,,,490763,The Ravens,Vocal,0,0,0,0,,0
1680,,,227527,Flatt & Scruggs,Country,0,0,0,0,,0
1681,,,126144,Chuck Willis,R&B;,0,0,0,0,,0
1682,,,253457,Dick Haymes,Vocal,0,0,0,0,,0
1683,,,228266,Jeff Lynne,Pop/Rock,0,0,0,0,,0
1684,,,127369,Ahmad Jamal,Jazz,0,0,0,0,,0
1685,,,201678,Vince Guaraldi,Jazz,0,0,0,0,,0
1686,,,245760,Les McCann,Jazz,0,0,0,0,,0
1687,,,334770,Ramsey Lewis,Jazz,0,0,0,0,,0
1688,,,684253,Wynton Kelly,Jazz,0,0,0,0,,0
1689,,,802745,Gene Harris,Jazz,0,0,0,0,,0
1690,,,28316,Slim Smith,Reggae,0,0,0,0,,0
1691,,,683658,Yabby You,Reggae,0,0,0,0,,0
1692,,,29334,Slim Whitman,Country,0,0,0,0,,0
1693,,,780451,Conway Twitty,Country,0,0,0,0,,0
1694,,,745617,Paul Bley,Jazz,0,0,0,0,,0
1695,,,784527,Barney Kessel,Jazz,0,0,0,0,,0
1696,,,790227,Tal Farlow,Jazz,0,0,0,0,,0
1697,,,39661,Sonny Terry,Blues,0,0,0,0,,0
1698,,,89713,Billy Lee Riley,Pop/Rock,0,0,0,0,,0
1699,,,112540,Cisco Houston,Folk,0,0,0,0,,0
1700,,,154533,Ewan MacColl,Folk,0,0,0,0,,0
1701,,,342768,Roscoe Holcomb,Folk,0,0,0,0,,0
1702,,,796950,Elizabeth Cotten,Folk,0,0,0,0,,0
1703,,,813092,John Jacob Niles,Folk,0,0,0,0,,0
